,Location Type,Name,Latitude,Longitude,UTM Grid,Map,Notes,References,Links
32,Fire (Support)(Support Patrol) Base,Camp Enari,13.8663,108.0313,AR796346,6636-4,"4th ID Hq 30Sep, A/4/42nd Arty (105mm)(T) 11Nov, B-/5/16th Arty (155mm)(T)/(8"")(SP) 11Dec69.","559, 601, AD509537",
33,Fire (Support)(Support Patrol) Base,Camp Enari,13.8686,108.0319,AR797348,6636-4,"aka Arty Hill, Hill 842, FSB Merry.",,
34,Fire (Support)(Support Patrol) Base,Camp Enari,13.8663,108.0332,AR798346,6636-4,3-/B/29th Arty (SLT) 31Jan68.,413,
35,Fire (Support)(Support Patrol) Base,Camp Enari,13.8646,108.035,AR800344,6636-4,C/6/29th Arty (105mm)(T) 25Nov69.,AD509537,
36,Fire (Support)(Support Patrol) Base,Camp Enari,13.8601,108.036,AR801339,6636-4,"B/20th EBn (Cbt) compound, 3/4th ID Hq Apr69.","AD856118, AD508054, AD860344",
37,Fire (Support)(Support Patrol) Base,Camp Enari,13.8691,108.0359,AR801349,6636-4,3/4th ID Hq.,AD508054,
38,Fire (Support)(Support Patrol) Base,Camp Enari,13.8682,108.0368,AR802348,6636-4,"aka FSB Enari, FSB Merry, LZ Pleiku. 4th ID Hq.",,A B C D
39,Fire (Support)(Support Patrol) Base,Camp Enari,13.87,108.0368,AR802350,6636-4,For Mark N. Enari KIA 2Dec66. Dedicated 14May67.,43,
40,Fire (Support)(Support Patrol) Base,Camp Enari,13.8745,108.0368,AR802355,6636-4,4th ID Hq Sep66.,"723, AD510787",
41,Fire (Support)(Support Patrol) Base,Camp Enari,13.8836,108.0394,AR805365,6636-4,2/4th ID base Jul66. Typo for 355?,3/25 ID TF ORLL,
42,Fire (Support)(Support Patrol) Base,Camp Enari,13.8746,108.046,AR812355,6636-4,7/17th Cav CP Jan70.,295,
43,Fire (Support)(Support Patrol) Base,Camp Enari,13.8782,108.0457,AR812359,6636-4,4/42nd Arty (105mm)(T) CP 30Sep69.,601,
44,Fire (Support)(Support Patrol) Base,Camp Eunice,11.9274,106.7371,XU896188,6332-4,3/1st ACD 27Jun-4Jul70.,,
45,Fire (Support)(Support Patrol) Base,Camp Evans,16.558,107.3523,YD514318,6442-2,Gai Le CB earlier to Marines. C/2/11th (Aml) Arty (155mm)(T) Aug69. Typo for 541348? vic Evans anyway.,AD508206,
46,Fire (Support)(Support Patrol) Base,Camp Evans,16.5552,107.3584,YD521315,6442-2,SB/6/33rd Arty (105mm)(T) Apr69.,715,
47,Fire (Support)(Support Patrol) Base,Camp Evans,16.5551,107.3622,YD525315,6442-2,"A/1/39th Arty (155mm)(SP)/(175mm/8"")(SP) 31Aug-28Sep69.","590, 591, 592, 613",
48,Fire (Support)(Support Patrol) Base,Camp Evans,16.5596,107.3659,YD529320,6442-2,"B,C/1/21st Arty (105mm)(T), HHB/1/30th Arty (155mm)(T) Jul68.",AD393815,
49,Fire (Support)(Support Patrol) Base,Camp Evans,16.5596,107.3669,YD530320,6442-2,2/506th Inf (Aml) CP 30Sep69.,601,
50,Fire (Support)(Support Patrol) Base,Camp Evans,16.556,107.3678,YD531316,6442-2,3/26th Marines CP 19Dec66. Op Chinook. Not Evans yet.,3/26 Marines CC,
51,Fire (Support)(Support Patrol) Base,Camp Evans,16.5578,107.3687,YD532318,6442-2,2/319th (Aml) Arty (105mm)(T) CP Feb69.,713,
52,Fire (Support)(Support Patrol) Base,Camp Evans,16.5569,107.3697,YD533317,6442-2,"2/319th (Aml) Arty (105mm)(T) CP 1Nov68, 8Feb69.","712, 713",
53,Fire (Support)(Support Patrol) Base,Camp Evans,16.5585,107.3695,YD533318,6442-2,"3/12th Marines CP (fwd) 1-20Jan67, 1/21st Arty (105mm)(T) Apr68, 3/101st ABD Hq 20Feb69. Not named in report.","734, AD391571, 3/12 Marines CC",
54,Fire (Support)(Support Patrol) Base,Camp Evans,16.5587,107.3697,YD533319,6442-2,"2/9th Marines CP Apr67, A/2/319th (Aml) Arty (105mm)(T) 7Apr, A/2/94th Arty (175mm/8"")(SP) 26Apr69.","510, 699, 734",
55,Fire (Support)(Support Patrol) Base,Camp Evans,16.5559,107.3706,YD534316,6442-2,"H/3/12th Marines (105mm)(T) 15Jun66, B-/1/44 Arty Jan69. Listing is FSB Jack, mis-id I think. Also 535316.","684, AD502089",
56,Fire (Support)(Support Patrol) Base,Camp Evans,16.5568,107.3706,YD534317,6442-2,"G/3/12th Marines (105mm)(T) 2Jun, 3/12th Marines CP (fwd) 9Jun66. Not Evans at this time.",684,
57,Fire (Support)(Support Patrol) Base,Camp Evans,16.5577,107.3706,YD534318,6442-2,C/1/13th Marines (105mm)(T) 19Dec66. Op Chinook. Not Evans at this time.,3/26 Marines CC,
58,Fire (Support)(Support Patrol) Base,Camp Evans,16.5623,107.3707,YD534323,6442-2,1st ACD CP 27Jan68. This grid also OP Ann.,195,
0,Fire (Support)(Support Patrol) Base,Camp Evans,16.5523,107.3715,YD535312,6442-2,HHB/1/30th Arty (155mm)(T) 27Jan68.,1/30 Arty History 67-68,
1,Fire (Support)(Support Patrol) Base,Camp Evans,16.5541,107.3715,YD535314,6442-2,"G-/29th Arty (SLT) Jan70, D-/1/44th Arty (AW)(SP) Oct70.","AD515147, AD508755",
2,Fire (Support)(Support Patrol) Base,Camp Evans,16.555,107.3715,YD535315,6442-2,101st ABD Arty Jul69.,"AD506149, AD509216",
3,Fire (Support)(Support Patrol) Base,Camp Evans,16.5577,107.3715,YD535318,6442-2,D-/1/44th Arty (AW)(SP) 31Jan68.,AD390026,
4,Fire (Support)(Support Patrol) Base,Camp Evans,16.5586,107.3716,YD535319,6442-2,Army Area Signal Center 16Apr68.,Prov Corps OPLAN 3-68,
5,Fire (Support)(Support Patrol) Base,Camp Evans,16.5604,107.3716,YD535321,6442-2,"W/1/13th Marines (4.2"") 6Sep67, 3/101st ABD Hq 30Sep69.","601, 3/12 Marines CC",
6,Fire (Support)(Support Patrol) Base,Camp Evans,16.56125,107.37168,YD53513219,6442-2,2nd Prov 155mm (T) HB CP 2Jun67.,3/12 Marines CC,
7,Fire (Support)(Support Patrol) Base,Camp Evans,16.5559,107.3725,YD536316,6442-2,1st Prov 155mm HB/3/12th Marines 2Nov67. Op Neosho.,3/12 Marines CC,
8,Fire (Support)(Support Patrol) Base,Camp Evans,16.5595,107.3725,YD536320,6442-2,"1st Marines Hq Feb, 196th LIB Hq Apr, 2/20th Arty (ARA) Aug68.","211, 628, 694, 2/1 Inf AAR Op Delaware",
9,Fire (Support)(Support Patrol) Base,Camp Evans,16.5613,107.3725,YD536322,6442-2,1st ACD Hq Jun68. Also 535322.,"211, 302, AD502597",
10,Fire (Support)(Support Patrol) Base,Camp Evans,16.5622,107.3725,YD536323,6442-2,G/3/12th Marines (105mm)(T) 4Nov67. Op Neosho. 3/12th Marines CP 1Feb68.,"694, 3/12 Marines CC",
11,Fire (Support)(Support Patrol) Base,Camp Evans,16.5579,107.37258,YD53613182,6442-2,3/12th Marines CP 2Jun67. Also 536318.,"699, 3/12 Marines CC",
12,Fire (Support)(Support Patrol) Base,Camp Evans,16.55501,107.37263,YD53623150,6442-2,"1st Prov 155mm (T) HB CP 2Jun67, ARVN 11 Arty Bn (105mm)(T) CP , 1 ID Mar72 (536315).","602, 3/12 Marines CC",
13,Fire (Support)(Support Patrol) Base,Camp Evans,16.5577,107.3734,YD537318,6442-2,1st ACD Hq 1Feb68.,694,
14,Fire (Support)(Support Patrol) Base,Camp Evans,16.5658,107.3735,YD537327,6442-2,14th EBn (Cbt) base Oct70.,AD884865,
15,Fire (Support)(Support Patrol) Base,Camp Evans,16.5667,107.3735,YD537328,6442-2,"1st Prov 155mm HB (SP) CP, 12th Marines 1Feb68.",694,
16,Fire (Support)(Support Patrol) Base,Camp Evans,16.5577,107.3744,YD538318,6442-2,2/1st Marines CP 26-31May66. Also 3rd 155mm HB (-)(SP) 16Feb67. Gai Le CB.,"153, 3/12 Marines CC",
17,Fire (Support)(Support Patrol) Base,Camp Evans,16.5586,107.3744,YD538319,6442-2,"2nd 155mm GB, 3/12th Marines (155mm)(T) Jan, Apr67. Also 537319.","505, 699",A
18,Fire (Support)(Support Patrol) Base,Camp Evans,16.5604,107.3744,YD538321,6442-2,"4th Marines Hq, 1/3rd Marines CP Apr67. Also 536321 (Jun67).",699,
19,Fire (Support)(Support Patrol) Base,Camp Evans,16.5613,107.3744,YD538322,6442-2,"E/2/12th Marines (105mm)(T), B/1/13th Marines (105mm)(T) 22Apr67.",3/12 Marines CC,
20,Fire (Support)(Support Patrol) Base,Camp Evans,16.5631,107.3744,YD538324,6442-2,2/26th Marines CP Apr67.,699,
21,Fire (Support)(Support Patrol) Base,Camp Evans,16.56204,107.37465,YD53833228,6442-2,G-/3/12th Marines (105mm)(T) 2Jun67. Listing is 5382632281.,3/12 Marines CC,
22,Fire (Support)(Support Patrol) Base,Camp Evans,16.56022,107.37485,YD53853208,6442-2,H-/3/12th Marines (105mm)(T) 2Jun67.,3/12 Marines CC,
23,Fire (Support)(Support Patrol) Base,Camp Evans,16.5577,107.3753,YD539318,6442-2,"3/12th Marines CP (fwd) Feb-Mar67, G-/29th Arty (SLT) 31Jul69, G-/65th Arty (MG)(SP) Jan70.","AD505415, AD508755",
24,Fire (Support)(Support Patrol) Base,Camp Evans,16.5586,107.3753,YD539319,6442-2,158th AHB CP 30Sep69.,601,
25,Fire (Support)(Support Patrol) Base,Camp Evans,16.5604,107.3753,YD539321,6442-2,155 Btry/4/12th Marines Jan67.,,A
26,Fire (Support)(Support Patrol) Base,Camp Evans,16.5595,107.3762,YD540320,6442-2,B/1/21st Arty (105mm)(T) 1Aug68.,AD500295,
27,Fire (Support)(Support Patrol) Base,Camp Evans,16.5523,107.3771,YD541312,6442-2,3/5th Cav CP 24Feb69.,3/5 Cav DSJ,
28,Fire (Support)(Support Patrol) Base,Camp Evans,16.5577,107.3772,YD541318,6442-2,"aka LZ Lemon, FSB Evans. USMC then 1st ACD, 101st ABD. For Paul O. Evans KIA 22Dec66. Dedicated Jul67.","43, AD506149, AD508206, AD509216",A B C
29,Fire (Support)(Support Patrol) Base,Camp Evans,16.5613,107.3772,YD541322,6442-2,3/5th Cav CP 31Oct68.,"473, 617, 3/5 Cav ORLL",
30,Fire (Support)(Support Patrol) Base,Camp Evans,16.5559,107.3781,YD542316,6442-2,ARVN 7 ACS CP Mar72.,602,
31,Fire (Support)(Support Patrol) Base,Camp Evans,16.5513,107.379,YD543311,6442-2,"A/2/94th Arty (175mm/8"")(SP) May69.","631, AD505681",
32,Heliport/pad,Camp Evans,16.5622,107.38,YD544323,6442-2,Listing is Quang Tri Stadium.,HMM-364 AAR Jan68,
33,Fire (Support)(Support Patrol) Base,Camp Evans,16.563,107.381,YD545324,6442-2,1/8th Cav CP 21Apr68.,1/8 Cav DSJ,
34,Fire (Support)(Support Patrol) Base,Camp Evans,16.5494,107.3846,YD549309,6442-2,C/1/21st Arty (105mm)(T) 1Nov69.,AD502415,
35,Airfield,Camp Evans AF,16.5604,107.3753,YD539321,6442-2,VA1-143. aka Phong Dien AF. 2900' X 60' AM-2 @ 63' msl. 18/36.,TAD 15Jan70,
36,Position,Camp Evans Drop Zone,16.5657,107.3885,YD553327,6442-2,Heavy supply drop zone secured by 2/501st Inf (Aml).,195,
37,POW camp,Camp Faith,21.06809,105.71889,WJ51933790,6151-3,"aka Don Hoi, Lai Xa. North Vietnam.",,A
38,Position,Camp Faulkner,16.0177,108.2528,BT065725,6641-2,"MAG-16 Hq Oct66, Apr67, 1/1st Cav CP Mar72. 196th LIB. Marble Mtn AF.","584, 602, 699",
39,Position,Camp Faulkner,16.0267,108.2526,BT065735,6641-2,"MAG-16 Hq May, Dec66. Marble Mtn AF. For Arnold J. Faulkner KNBC 22Mar66.","43, 584",
40,Position,Camp Faulkner,16.0177,108.2546,BT067725,6641-2,Marble Mtn AF. Also 063736. Various NMCBs.,III MAB CC Jun71,
41,Position,Camp Faulkner,16.0045,108.2621,BT075711,6641-2,"Marble Mtn, Hill 105. Bad grid.",,
42,Position,Camp Fay,16.1027,108.2487,BT062819,6641-2,"MACSOG, Naval Advisory Detachment compound. Adjacent to Camp Tien Sha. For Robert J. Fay, NAD CO, KIA 28Oct65.","43, 395",A
43,Position,Camp Fennell,11.562,107.8053,ZT064793,6532-2,"B/554th EBn (Cnst) base camp after moving from Cu Chi, Oct71. For Robert H. Fennell KIA 31Mar70.","43, AD907855",
44,Position,Camp Fennell,11.5607,107.8061,ZT065792,6532-2,See Bao Loc SF Camp. 554th EBn (Cnst).,,
45,Fire (Support)(Support Patrol) Base,Camp Fidel,13.9299,109.047,BR895405,6836-4,"SB/7/15th Arty (175mm/8"")(SP) 8Dec70.",610,
46,Fire (Support)(Support Patrol) Base,Camp Fidel,13.9272,109.0489,BR897402,6836-4,"HSB/7/15th Arty (175mm/8"")(SP) 8Oct70.",611,
47,Fire (Support)(Support Patrol) Base,Camp Fidel,13.929,109.0489,BR897404,6836-4,"7/15th Arty (175mm/8"")(SP) FCP 10Feb70.",AD511157,
48,Fire (Support)(Support Patrol) Base,Camp Fidel,13.9299,109.0489,BR897405,6836-4,"HSB/7/15th Arty (175mm/8"")(SP) Feb70.",AD511158,
49,Fire (Support)(Support Patrol) Base,Camp Fidel,13.9272,109.0498,BR898402,6836-4,"41st AGp Hq Jul68, Sep69..","601, AD393439",
50,Fire (Support)(Support Patrol) Base,Camp Fidel,13.9281,109.0498,BR898403,6836-4,C-/1/92nd Arty (155mm)(T) 1Feb70. Phu Cat.,36,
51,Fire (Support)(Support Patrol) Base,Camp Fidel,13.9299,109.0498,BR898405,6836-4,1/92nd Arty (155mm)(T) 30Apr71. Phu Cat.,38,
52,Fire (Support)(Support Patrol) Base,Camp Fidel,13.9254,109.0517,BR900400,6836-4,"SB/7/15th Arty (175mm/8"")(SP) Feb70. Phu Cat. Also 7/13th Arty (105mm)(T) Feb, Mar68 (ref 500, 694).","AD511157, AD394186, AD391531",
53,Fire (Support)(Support Patrol) Base,Camp Fidel,13.9499,109.0608,BR910427,6836-4,4th ID ’70. ARVN after Nov71. Phu Cat.,AD519345,
54,Fire (Support)(Support Patrol) Base,Camp Fidel,13.97,109.06,BR9145,6836-4,"3rd Forward Support Element, Phu Cat.",,
55,Fire (Support)(Support Patrol) Base,Camp Fidel,13.9553,109.0653,BR915433,6836-4,South edge of Phu Cat AB. For Honorio M. Fidel KIA 9Aug67.,43,
56,Position,Camp Flaherty,15.3356,108.8111,BS655963,6739-1,Duc Pho. 1/52nd Inf compound circa 1968. See Flaherty drowning. Grid is 1/52nd CP location from Feb68 MACV OB (FSB Ann).,43,
57,Position,Camp Frank Jones,14.0358,107.9855,ZA229534,6537-2,6/14th Arty and 146th SCo area on Pleiku Arty Hill. For Frank W. Jones KNBC 30Jun68. Also see Camp Whitehead.,43,
58,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.9638,106.8822,YT061123,6330-1,199th LIB BMB. For Herbert E. Frenzell and Billy C. Jones KIA 21Jan67.,43,
0,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.9638,106.8859,YT065123,6330-1,HHB/5/42nd Arty (155mm)(T) CP Apr71.,AD517628,
1,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.9629,106.8877,YT067122,6330-1,"1/8th (105mm)(T), 7/11th Arty (105mm)(T) ’70. Also 062123.",AD515205,
2,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.9656,106.8886,YT068125,6330-1,199th LIB signal facility Apr68.,"27, AD390868",
3,Hq,Camp Frenzell-Jones,10.9638,106.8914,YT071123,6330-1,"HHB/7/8th Arty (175mm/8"")(SP) Apr71.",AD517628,
4,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.9629,106.8923,YT072122,6330-1,"199th LIB Hq, Long Binh. Designated 28Sep67. Also 070120.","126, AD517628",A
5,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.9656,106.8923,YT072125,6330-1,5/42nd Arty (155mm)(T) CP 16Apr-24Jul71. Moved to Plantation.,697,
6,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.9629,106.8932,YT073122,6330-1,"199th LIB Hq Apr67, Apr68.","126, AD388892, AD390868, AD390150",
7,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.961,106.895,YT075120,6330-1,5-/2nd Arty (AW)(SP) 31Mar71.,"552, AD517427",
8,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.9619,106.8959,YT076121,6330-1,199th LIB BMB Jul70.,AD513911,
9,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.9629,106.8959,YT076122,6330-1,2/40th Arty (105mm)(T) CP Apr67.,"27, AD534568",
10,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.9638,106.8959,YT076123,6330-1,A-/2/40th Arty (105mm)(T) 1Feb68.,2/40 Arty SITREPs,
11,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.96266,106.89631,YT07641218,6330-1,A-/2/40th Arty (105mm)(T) 24Jan68.,27,
12,Fire (Support)(Support Patrol) Base,Camp Frenzell-Jones,10.9628,106.8969,YT077122,6330-1,"199th LIB Hq Apr67, Feb68, 2/40th Arty (105mm)(T) Nov67,Jan68.","500, AD388165, AD389421, AD391726",
13,Position,Camp Gauthier,16.0127,108.1454,AT950721,6641-3,1/3rd Marines CP Jul65-Dec66. vic Hill 70 southwest of Da Nang AB. For Brian J. Gauthier KIA 11Jul65. Also 950720.,"43, 584, 1/3 Marines CC Aug65",
14,Position,Camp Gaylor,10.82,106.65,XS8196,6330-4,"Tent City Bravo, 39th SBn compound, then 69th SBn and named Camp Gaylor. TSN. For Gerald H. Gaylor KIA 22Jan66.",43,
15,Position,Camp George,,,,,"USNCB Team STAT 0905, Da Lat. For George E. Bloom, team leader.",43,
16,Position,Camp Gerry,10.92,106.87,YT0407,6330-1,"69th SBn, 160th SGp compound. Long Binh Post. For Ronald L. Gerry KNBC 5Jan66. Dedicated 9Mar66.",43,
17,Position,Camp Gherardini,13.7526,109.1511,CR006208,6836-4,Phu Tai. 66th MP Co base camp until Nov70. For Sergio J. Gherardini DOW 31Jan68. Grid is Camp Granite (Phu Tai) vic Qui Nhon.,43,
18,Fire (Support)(Support Patrol) Base,Camp Gia Le,11.2975,106.7917,XT966492,6331-1,USMC before being christened Camp Eagle.,,
19,Position,Camp Goldberg,13.7658,109.2232,CR084222,6028-4,"Qui Nhon Airbase. For Joseph A. Goldberg KIA 15Jul62 (with Guthrie, Lane, and Tencza). Grid from map p.582 in ref.",43,A B
20,SF,Camp Goodman,10.77731,106.67544,XS83619153,6330-4,"SF Command Liaison Detachment compound within Camp Le Van Duyet (grid), Saigon. Also XS85309295.For Jack L. Goodman KIA 18Jul63 (with Hackley and Mosier). Also Goodman Barracks at 5th SFG Hq, Nha Trang.","43, 352, 406, AD500301, AD395430",
21,Fire (Support)(Support Patrol) Base,Camp Gorvad,11.2975,106.7917,XT966492,6331-1,"aka FSB Gorvad, Phuoc Vinh BC. 1st ACD base camp. For Peter L. Gorvad KIA 8Mar69.","43, 81",
22,Fire (Support)(Support Patrol) Base,Camp Gorvad,11.3015,106.7974,XT966496,6331-1,B/1/21st Arty (105mm)(T) (OPCON 1/30th Arty (155mm)(T)) 26Feb69.,486,
23,Fire (Support)(Support Patrol) Base,Camp Granite,13.7626,109.1501,CR005219,6836-4,"A/7/15th Arty (175mm/8"")(SP), 5th Maint Bn 23Mar70. Phu Tai.",AD511157,
24,Position,Camp Granite,13.7526,109.1511,CR006208,6836-4,"aka Phu Tai Base, Camp Humper. 84th EBn (Cnst) and other elements of Qui Nhon Sub Area Command.",43,
25,Position,Camp Green,15.3831,108.7706,BT612016,6739-1,USMC 1967. Chu Lai.,TF X-Ray CC Apr67,
26,Position,Camp Greene,10.9841,106.8155,XT999145,6330-1,3/319th (Abn) Arty (105mm)(T) base camp. For Lloyd V. Greene DSC KIA 8Nov65. Grid is adjacent Camp Ray.,43,
27,Position,Camp Haines,16.559,107.3876,YD552320,6442-2,Approximate center mass from NMCB diagram. For John C. Haines KIA 7Mar67. Later incorporated into Camp Evans.,43,
28,Position,Camp Haney,16.7618,107.1566,YD303541,6442-4,"Quang Tri (Ai Tu) CB. For Elmo M. Haney, USMC four-war legend.",43,
29,SF,Camp Hardy,13.8068,108.1145,AR885279,6636-4,SF Det A-334 camp at Plei Do Lim. For Herbert F. Hardy KIA 4Mar64.,"43, 406, 408",
30,Position,Camp Haskins North,16.0972,108.1394,AT945815,6641-3,"Red Beach, Da Nang. NMCB-9 cantonment and others. For Donald D. Haskins DOW 31Oct65.",43,
31,Position,Camp Haskins North,16.0984,108.1414,AT947816,6641-3,"Camp Haskins later became Camp Nguyen Dai Hoc, ARVN KIA.",43,
32,Position,Camp Haskins South,16.0941,108.1472,AT953810,6641-3,III MAF Hq.,,
33,Fire (Support)(Support Patrol) Base,Camp Hazard,11.6164,105.9832,XT079840,6132-2,"aka FSB Hazard, Barbara. 1st ACD May, Jun70. For James J. Hazard KIA 20May70.","43, 58, AD511158",A B C
34,Position,Camp Hill,16.9349,107.0787,YD218732,6442-4,"3/4th Marines, Gio Linh. For Lamont D. Hill KIA 6Mar67.","43, 334",
35,Position,Camp Hoa Long,16.0432,108.2492,BT062753,6641-2,USMC.,,
36,Fire (Support)(Support Patrol) Base,Camp Hochmuth,16.3872,107.6973,YD885133,6541-4,"aka Phu Bai CB, FSB Phu Bai. 3rd Marines and 101st ABD Hq. For Bruno A. Hochmuth, 3rd MarDiv CO, KIA 14Nov67.",43,A
37,Fire (Support)(Support Patrol) Base,Camp Holcomb,16.6639,106.982,YD118431,6342-2,"aka Hill 385, FSB Holcomb. USMC and 101st ABD. For Thomas Holcomb, 17th USMC Commandant.",43,A
38,Artillery Position,Camp Holloway,13.9747,108.0355,AR802466,6636-4,A/2/17th Arty (105mm)(T) 25-26Nov65. Op Leatherneck. Misidentified as Columbus.,587,
39,Position,Camp Holloway,13.9808,108.0357,AR802472,6636-4,"aka Old Pleiku, The Country Club. 4th ID major installation. Also 793464. For Charles E. Holloway KIA 22Dec62.","43, 392, 406",
40,Position,Camp Holloway,13.9793,108.0364,AR803471,6636-4,52nd CAB CP 30Sep69.,"601, 694",
41,Position,Camp Holloway,13.9811,108.0373,AR804473,6636-4,52nd CAB area rocketed 6Mar70.,AD510934,
42,Position,Camp Hoover,16.033,108.1778,AT985743,6641-3,Approximate center mass from NMCB diagram. Da Nang. Also 983777. For William C. Hoover KIA 10Jun65.,43,
43,Landing Zone,Camp Hoover,16.0348,108.1778,AT985745,6641-3,LZ Quail. HMM-365 28May65. The camp was destroyed in the ammo dump explosions of 27Apr69 and rebuilt.,HMM-365 Diary 15-31May65,
44,Position,Camp Horn,16.0708,108.238,BT050784,6641-3,"Previously Camp Ngo Quyen, ARVN 2 ID. III MAF Hq beginning 31Aug65. For Charles H. Horn KNBC 13Apr67. Dedicated13Jan68. Became XXIV Corps and XXIV Corps Artillery Hq 9Mar70. Da Nang.",43,A
45,Position,Camp Horn,16.0707,108.2296,BT041784,6641-3,"III MAF Hq Oct66, Feb68. Da Nang. Also 041789.","211, 584, 601, 694, 699, AD958808",
46,Position,Camp Hosking,10.9651,106.8264,YT000124,6330-1,"aka Hosking Compound, Bien Hoa. For Charles E. “Snake” Hosking Jr. MOH KIA 21Mar67. Dedicated in 1968. Also 000123.","43, AD390901, AD390961",
47,Position,Camp Humper,13.763,109.155,CR006208,6836-4,See Camp Granite.,,
48,Position,Camp Hung Vuong,,,,,"77th (later 301st) LLDB Group compound, Saigon. AD has it at Bien Hoa AB.","408, AD370383",
49,Position,Camp Hurt,8.7543,104.9861,VQ988674,5926-1,"Links put it at Solid Anchor, Nam Can (grid). For Ronald W. Hurt KIA 15Jun69. Hurt was MACV Tm 64, based in Chau Doc.According to a contemporary, Van Hieu Nguyen, there was a Hurt Compound next to the Seabee area in Chau Doc.",43,A B
50,Position,Camp Hustler,10.82,106.65,XS8196,6330-4,"79th Ord Det, 34th Gen Support Gp. Tan Son Nhut Sensitive Area. Name is the call-sign of the 34th’s aviation arm 1969-70.",43,
51,Position,Camp Huynh Huu Bac,,,,,"ARVN 57 RF Bn base camp, Bien Hoa. For an ARVN KIA.",43,
52,Position,Camp Jackson,15.44,107.8,ZC006081,6539-1,USSF camp at Kham Duc. For William E. Jackson DOW 5Feb64.,43,
53,Position,Camp Idaho Beach,10.9076,108.0635,AN795070,6630-4,"D/19th EBn (Cbt) late 1969, 23rd Eng Det Apr70.","AD869537, 872855",
54,Position,Camp Jerome-Grange,12.6723,108.1074,AQ863023,6634-3,"70th EBn (Cbt) cantonment, BMT E. Dismantled Jan70. Also 86300237 (listed 06380237). For Paul A. Jerome Jr KIA 22Aug68and Arthur C. Grange KIA 25Jan68.","43, AD871313, AD513757",
55,Position,Camp Kaiser,16.0302,108.1751,AT978740,6641-3,"Inside Camp Land (grid), Da Nang. For “Kaiser,” first USMC Scout Dog KIA 6Jul66.",43,
0,Fire (Support)(Support Patrol) Base,Camp Keaton,10.6541,106.4782,XS621778,6230-2,"D-/2/4th Arty (105mm)(T) 6May70. Op Toan Thang 500. Near Camp Keaton, not in it.",568,
1,Fire (Support)(Support Patrol) Base,Camp Keaton,10.6379,106.4899,XS634760,6230-2,"aka FSB Chris. 6/31st Inf, 3/9th ID and 82nd ABD.",,
2,Fire (Support)(Support Patrol) Base,Camp Keaton,10.6351,106.4909,XS635757,6230-2,6/31st Inf CP Jul70. Ben Luc.,"392, AD514461",
